source_name,destination_name,r_agent,r_carac,r_causatif,r_conseq,r_has_part,r_holo,r_instr,r_isa,r_lieu,r_patient
thé,magasin,0,0,0,0,0,0,0,0,1,0
calcanéum,cheville,0,0,0,0,0,1,0,0,1,0
serpent,reptile,0,0,0,0,0,1,0,1,0,0
poisson,eau,0,0,0,0,0,0,0,0,1,0
planter,clou,0,0,0,0,0,0,0,0,0,1
portefeuille,grand,0,1,0,0,0,0,0,0,0,0
duvet,pilosité,0,0,0,0,0,1,0,0,0,0
whisky,comestible,0,1,0,0,0,0,0,0,0,0
fournir,femme,1,0,0,0,0,0,0,0,0,0
gagner,joie,0,0,0,1,0,0,0,0,0,0
liquider,tueur,1,0,0,0,0,0,0,0,0,0
névralgie,douleur,0,0,0,1,0,0,0,1,0,0
paupière,peau,0,0,0,0,1,0,0,0,0,0
hypermarché,magasin,0,0,0,0,0,1,0,1,0,0
poil,jambes,0,0,0,0,0,0,0,0,1,0
homme,muscle,0,0,0,0,1,0,0,0,0,0
compositeur,bureau,0,0,0,0,0,0,0,0,1,0
rouler,forme,0,0,1,0,0,0,0,0,0,0
tremper,pluie,1,0,0,0,0,0,0,0,0,0
direction,route,0,0,0,0,0,0,0,0,1,0
danois,tétrapode,0,0,0,0,0,0,0,1,0,0
arche,rond,0,0,0,0,0,1,0,0,0,0
humérus,périoste,0,0,0,0,1,0,0,0,0,0
langage,université,0,0,0,0,0,0,0,0,1,0
copain,amical,0,1,0,0,0,0,0,0,0,0
bicyclette,éclairage,0,0,0,0,1,0,0,0,0,0
oreille,membre,0,0,0,0,0,0,0,1,0,0
robe,emmanchure,0,0,0,0,1,0,0,0,0,0
hiérarchiser,entreprise,0,0,0,0,0,0,0,0,0,1
phalange,peau,0,0,0,0,1,0,0,0,0,0
ampoule,lustre,0,0,0,0,0,1,0,0,1,0
serpent,gueule,0,0,0,0,1,0,0,0,0,0
informaticien,isolé,0,1,0,0,0,0,0,0,0,0
pélican,alambic,0,0,0,0,0,0,0,1,0,0
Garfield,animal,0,0,0,0,0,0,0,1,0,0
Hémiptères,nature,0,0,0,0,0,0,0,0,1,0
hurler,terreur,0,0,1,0,0,0,0,0,0,0
loup-garou,méchant,0,1,0,0,0,0,0,0,0,0
tortue,être,0,0,0,0,0,0,0,1,0,0
manger,invité,1,0,0,0,0,0,0,0,0,0
lardon,lard,0,0,0,0,0,0,0,1,0,0
polypes,tumeurs,0,0,0,0,0,0,0,1,0,0
sucré,saccharose,0,0,1,0,0,0,0,0,0,0
sarran,cordé,0,0,0,0,0,0,0,1,0,0
Djamel,comique,0,0,0,0,0,0,0,1,0,0
radius,articulation,0,0,0,0,1,0,0,0,0,0
resto,hôtel,0,0,0,0,0,0,0,0,1,0
thon,cuisine,0,0,0,0,0,0,0,0,1,0
droguerie,boutique,0,0,0,0,0,0,0,1,0,0
chat,castré,0,1,0,0,0,0,0,0,0,0
Vierge,individu,0,0,0,0,0,0,0,1,0,0
bactérie,méningite,0,0,0,1,0,0,0,0,1,0
follower,internaute,0,0,0,0,0,0,0,1,0,0
deux,duo,0,0,0,0,0,0,0,1,0,0
igname,féculent,0,0,0,0,0,0,0,1,0,0
pistolet,factice,0,1,0,0,0,0,0,0,0,0
circassienne,armoire,0,0,0,0,0,0,0,0,1,0
courir,garçon,1,0,0,0,0,0,0,0,0,0
opération,magasin,0,0,0,0,0,0,0,0,1,0
autocar,passagers,0,0,0,0,1,0,0,0,0,0
tunnel,sombre,0,1,0,0,0,0,0,0,0,0
axel,saut,0,0,0,0,0,0,0,1,0,0
Sarkozy,Elysée,0,0,0,0,0,0,0,0,1,0
traire,pis,0,0,0,0,0,0,0,0,0,1
rantanplan,bilatérien,0,0,0,0,0,0,0,1,0,0
mécréant,homme,0,0,0,0,0,0,0,1,0,0
chemise,poignet,0,0,0,0,1,0,0,0,0,0
incendie,accident,0,0,1,0,0,0,0,0,0,0
roue,bicyclette,0,0,0,0,0,1,0,0,1,0
cou,presbyte,0,0,0,0,0,1,0,0,0,0
autoriser,mot,0,0,0,0,0,0,1,0,0,0
Constantine,lieu,0,0,0,0,0,0,0,1,0,0
Condorcet,personne,0,0,0,0,0,0,0,1,0,0
Eluard,personne,0,0,0,0,0,0,0,1,0,0
courant,rivière,0,0,0,0,0,0,0,0,1,0
Vigny,auteur,0,0,0,0,0,0,0,1,0,0
bière,désaltérer,0,0,0,1,0,0,0,0,0,0
requin,dents,0,0,0,0,1,0,0,0,0,0
doigt,vagin,0,0,0,0,0,0,0,0,1,0
épendymome,tumeur,0,0,0,0,0,0,0,1,0,0
faillir,projet,1,0,0,0,0,0,0,0,0,0
adolescente,ADN,0,0,0,0,1,0,0,0,0,0
Lucullus,homme,0,0,0,0,0,0,0,1,0,0
table,musée,0,0,0,0,0,0,0,0,1,0
Montagne,commune,0,0,0,0,0,0,0,1,0,0
parfum,odorant,0,1,0,0,0,0,0,0,0,0
yeux,agonisant,0,0,0,0,0,1,0,0,0,0
pensionnaire,personne,0,0,0,0,0,0,0,1,0,0
Jade,jambe,0,0,0,0,1,0,0,0,0,0
yaourt,nature,0,1,0,0,0,0,0,0,0,0
pendre,corde,0,0,0,0,0,0,1,0,0,0
conservateur,musée,0,0,0,0,0,1,0,0,0,0
pinède,arbre,0,0,0,0,1,0,0,0,0,0
volley,match,0,0,0,0,0,0,0,1,0,0
cornouiller,plante,0,0,0,0,0,0,0,1,0,0
grossir,repas,0,0,0,0,0,0,1,0,0,0
tartelette,fabriquer,0,0,0,0,0,0,0,0,0,0
garantir,bien,0,0,0,0,0,0,0,0,0,1
cinéma,légende,0,0,0,1,0,0,0,0,0,0
motoculteur,outil,0,0,0,0,0,0,0,1,0,0
tanné,couleur,0,0,0,0,0,0,0,1,0,0
raisin,primeur,0,0,0,0,0,0,0,0,1,0
lire,vieillard,1,0,0,0,0,0,0,0,0,0
Angers,chef-lieu,0,0,0,0,0,0,0,1,0,0
ours,zoo,0,0,0,0,0,0,0,0,1,0
tourner,tête,0,0,0,0,0,0,0,0,0,1
souris,pile,0,0,0,0,1,0,0,0,0,0
personne,voiture,0,0,0,0,0,0,0,0,1,0
once,eucaryote,0,0,0,0,0,0,0,1,0,0
Tarbes,Hautes-Pyrénées,0,0,0,0,0,1,0,0,1,0
apophyse,articuler,0,0,0,1,0,0,0,0,0,0
verrue,cancer,0,0,0,0,0,0,0,1,0,0
Tartuffe,héros,0,0,0,0,0,0,0,1,0,0
aider,ONG,1,0,0,0,0,0,0,0,0,0
orge,poacée,0,0,0,0,0,0,0,1,0,0
trésor,océan,0,0,0,0,0,0,0,0,1,0
goujat,homme,0,0,0,0,0,0,0,1,0,0
chirurgie,science,0,0,0,0,0,0,0,1,0,0
faucheuse,bilatérien,0,0,0,0,0,0,0,1,0,0
Mann,film,0,0,0,0,0,0,0,1,0,0
bascule,pièce,0,0,0,0,0,0,0,1,0,0
champignon,pizza,0,0,0,0,0,1,0,0,1,0
cercle,courbe,0,0,0,0,1,0,0,1,0,0
Susan,être,0,0,0,0,0,0,0,1,0,0
circoncis,individu,0,0,0,0,0,0,0,1,0,0
travailleur,individu,0,0,0,0,0,0,0,1,0,0
histoplasmose,poumon,0,0,0,0,0,0,0,0,1,0
ouvrier,employé,0,0,0,0,0,0,0,1,0,0
motopompe,véhicule,0,0,0,0,0,0,0,1,0,0
coeur,jument,0,0,0,0,0,1,0,0,0,0
oie,duvet,0,0,0,0,1,0,0,0,0,0
obésité,hypertension,0,0,0,1,0,0,0,0,0,0
laboratoire,universitaire,0,1,0,0,0,0,0,0,0,0
calmer,mère,1,0,0,0,0,0,0,0,0,1
blessure,duel,0,0,1,0,0,0,0,0,0,0
tomber,homme,1,0,0,0,0,0,0,0,0,0
aorte,nerf,0,0,0,0,1,0,0,0,0,0
révolte,grande,0,1,0,0,0,0,0,0,0,0
tata,personne,0,0,0,0,0,0,0,1,0,0
vertèbre,élanion,0,0,0,0,0,1,0,0,0,0
jouir,cunnilingus,0,0,0,0,0,0,1,0,0,0
désaltérer,mère,1,0,0,0,0,0,0,0,0,0
enfermer,prison,1,0,0,0,0,0,0,0,0,0
poster,recommandé,0,0,0,0,0,0,0,0,0,1
poche,pantalon,0,0,0,0,0,1,0,0,1,0
caribou,amniote,0,0,0,0,0,0,0,1,0,0
plateau,cyclisme,0,0,0,0,0,0,0,1,0,0
vagin,sexe,0,0,0,0,0,1,0,1,0,0
pertuisane,objet,0,0,0,0,0,0,0,1,0,0
niveleuse,femme,0,0,0,0,0,0,0,1,0,0
citrouille,gros,0,1,0,0,0,0,0,0,0,0
chaîne,grande,0,1,0,0,0,0,0,0,0,0
témoigner,femme,1,0,0,0,0,0,0,0,0,0
chanteuse,personne,0,0,0,0,0,0,0,1,0,0
Dickens,organisme,0,0,0,0,0,0,0,1,0,0
Aubagne,lieu,0,0,0,0,0,0,0,1,0,0
neveu,individu,0,0,0,0,0,0,0,1,0,0
cancers,malin,0,1,0,0,0,0,0,0,0,0
hongre,personne,0,0,0,0,0,0,0,1,0,0
aller,marche,0,0,0,0,0,0,1,0,0,0
écrivain,librairie,0,0,0,0,0,0,0,0,1,0
veine,valvule,0,0,0,0,1,0,0,0,0,0
eau-de-vie,liquide,0,0,0,0,0,0,0,1,0,0
fesses,informaticienne,0,0,0,0,0,1,0,0,0,0
méduse,mer,0,0,0,0,0,0,0,0,1,0
noyé,bleu,0,1,0,0,0,0,0,0,0,0
boucher,lavabo,0,0,0,0,0,0,0,0,0,1
ouïr,propos,0,0,0,0,0,0,0,0,0,1
Iéna,victoire,0,0,0,0,0,0,0,1,0,0
bouquet,offrir,0,0,0,0,0,0,0,0,0,0
pâtisserie,carie,0,0,0,1,0,0,0,0,0,0
intermittent,personne,0,0,0,0,0,0,0,1,0,0
Germinal,prénom,0,0,0,0,0,0,0,1,0,0
buveur,humain,0,0,0,0,0,0,0,1,0,0
Bath,lieu,0,0,0,0,0,0,0,1,0,0
cheveux,accapareur,0,0,0,0,0,1,0,0,0,0
Calais,Pas-de-Calais,0,0,0,0,0,0,0,0,1,0
germon,ouïe,0,0,0,0,1,0,0,0,0,0
fesses,Zazie,0,0,0,0,0,1,0,0,0,0
vaccine,procédé,0,0,0,0,0,0,0,1,0,0
bite,organe,0,0,0,0,0,0,0,1,0,0
Oscar,personne,0,0,0,0,0,0,0,1,0,0
Rhône,Villefranche-sur-Saône,0,0,0,0,1,0,0,0,0,0
licencier,courrier,0,0,0,0,0,0,1,0,0,0
exprimer,regrets,0,0,0,0,0,0,0,0,0,1
magasin,commerce,0,0,1,1,0,0,0,1,0,0
lavande,plante,0,0,0,0,0,0,0,1,0,0
bonheur,joie,0,1,0,0,0,0,0,0,0,0
macrophage,corps,0,0,0,0,0,0,0,0,1,0
synagogue,personne,0,0,0,0,1,0,0,0,0,0
extérioriser,pensée,0,0,0,0,0,0,0,0,0,1
anévrisme,pancréas,0,0,0,0,0,0,0,0,1,0
cueillir,fleurs,0,0,0,0,0,0,0,0,0,1
cheminée,pare-feu,0,0,0,0,1,0,0,0,0,0
fauteuil,mousse,0,0,0,0,1,0,0,0,0,0
magma,lithosphère,0,0,0,0,0,0,0,0,1,0
canapé,lieu,0,0,0,0,0,0,0,1,0,0
tibia,osseux,0,1,0,0,0,0,0,0,0,0
bras,moqueur,0,0,0,0,0,1,0,0,0,0
antisèche,cahier,0,0,0,0,0,0,0,0,1,0
Isis,prénom,0,0,0,0,0,0,0,1,0,0
neige,Alpes,0,0,0,0,0,1,0,0,0,0
fixer,poster,0,0,0,0,0,0,0,0,0,1
boulanger,baguette,0,0,0,1,0,0,0,0,0,1
bouquet,embaumer,0,0,0,0,0,0,0,0,0,0
félidé,tétrapode,0,0,0,0,0,0,0,1,0,0
tronçon,morcelé,0,1,0,0,0,0,0,0,0,0
encrier,réservoir,0,0,0,0,0,0,0,1,0,0
Bourg-en-Bresse,Ain,0,0,0,0,0,0,0,0,1,0
vertèbre,capelan,0,0,0,0,0,1,0,0,0,0
penis,slip,0,0,0,0,0,0,0,0,1,0
pneumonie,faiblesse,0,0,0,1,0,0,0,0,0,0
argent,caisse,0,0,0,0,0,1,0,0,1,0
Philadelphie,États-Unis,0,0,0,0,0,0,0,0,1,0
vaporisateur,lieu,0,0,0,0,0,0,0,1,0,0
sapin,petit,0,1,0,0,0,0,0,0,0,0
doper,epo,0,0,0,0,0,0,1,0,0,0
prestidigitation,spectacle,0,0,0,0,0,0,0,1,0,0
forcer,couteau,0,0,0,0,0,0,1,0,0,0
fauteuil,train,0,0,0,0,0,0,0,0,1,0
négativiste,individu,0,0,0,0,0,0,0,1,0,0
Lucrèce,humain,0,0,0,0,0,0,0,1,0,0
quartier,école,0,0,0,0,1,0,0,0,0,0
Léger,personne,0,0,0,0,0,0,0,1,0,0
hydroélectricité,énergie,0,0,0,0,0,0,0,1,0,0
Puy-de-Dôme,Auvergne,0,0,0,0,0,1,0,0,1,0
bureau,tiroir,0,0,0,0,1,0,0,0,0,0
modeler,main,1,0,0,0,0,0,1,0,0,0
glacer,gateau,0,0,0,0,0,0,0,0,0,1
touiller,fouet,0,0,0,0,0,0,1,0,0,1
os,charnier,0,0,0,0,0,0,0,0,1,0
betterave,épicerie,0,0,0,0,0,0,0,0,1,0
réveillon,festoyer,0,0,0,0,0,0,0,0,0,0
enseignant,petit,0,1,0,0,0,0,0,0,0,0
plante,potager,0,0,0,0,0,1,0,0,1,0
poils,mélanine,0,0,0,0,1,0,0,0,0,0
cartilage,membre,0,0,0,0,0,1,0,0,0,0
discours,inauguration,0,0,1,0,0,0,0,0,0,0
Avril,individu,0,0,0,0,0,0,0,1,0,0
élection,américaine,0,1,0,0,0,0,0,0,0,0
bar,zinc,0,0,0,0,1,0,0,1,0,0
accélérateur,camion,0,0,0,0,0,1,0,0,0,0
journaliste,oeil,0,0,0,0,1,0,0,0,0,0
cinéma,lentille,0,0,0,0,1,0,0,0,0,0
tablette,écran,0,0,0,0,1,0,0,0,0,0
arc,corde,0,0,0,0,1,0,0,0,0,0
magicien,homme,0,0,0,0,0,0,0,1,0,0
définir,définition,0,0,0,0,0,0,1,0,0,0
cuisinier,restaurant,0,0,1,0,0,0,0,0,1,0
Valladolid,lieu,0,0,0,0,0,0,0,1,0,0
détendre,télévision,1,0,0,0,0,0,0,0,0,0
appeau,chasseur,0,0,0,0,0,0,0,0,1,0
navire,bateau,0,0,0,0,0,0,0,1,0,0
dentiste,brutal,0,1,0,0,0,0,0,0,0,0
cou,gorge,0,0,0,0,1,0,0,0,0,0
synagogue,banc,0,0,0,0,1,0,0,0,0,0
rime,poésie,0,0,0,0,0,0,0,1,1,0
plat,salé,0,1,0,0,0,0,0,0,0,0
conclusion,discours,0,0,0,0,0,1,0,0,0,0
chambre,hospice,0,0,0,0,0,0,0,0,1,0
équarrisseur,personne,0,0,0,0,0,0,0,1,0,0
jacasser,ami,0,0,0,0,0,0,1,0,0,0
trempette,sauce,0,0,0,0,0,0,0,1,0,0
taekwondo,Sport,0,0,0,0,0,0,0,1,0,0
transition,action,0,0,0,0,0,0,0,1,0,0
piquer,aiguille,1,0,0,0,0,0,1,0,0,1
organdi,tissu,0,0,0,0,0,0,0,1,0,0
hypermarché,lieu,0,0,0,0,0,1,0,1,0,0
hémochromatose,cardiopathie,0,0,0,1,0,0,0,0,0,0
col,chemisier,0,0,0,0,0,1,0,1,1,0
joue,épiderme,0,0,0,0,1,0,0,0,0,0
paysan,approvisionnement,0,0,0,1,0,0,0,0,0,0
violence,procès,0,0,0,1,0,0,0,0,0,0
père,autoritaire,0,1,0,0,0,0,0,0,0,0
Texas,États-Unis,0,0,0,0,0,0,0,0,1,0
juif,corps,0,0,0,0,1,0,0,0,0,0
carburant,inflammable,0,1,0,0,0,0,0,0,0,0
bagarre,nuit,0,0,0,0,0,0,0,0,0,0
Richelieu,penderie,0,0,0,0,0,0,0,0,1,0
sérotine,tétrapode,0,0,0,0,0,0,0,1,0,0
brûler,bois,1,0,0,0,0,0,0,0,0,1
Nagasaki,préfecture,0,0,0,0,0,0,0,1,0,0
Colline,individu,0,0,0,0,0,0,0,1,0,0
margay,eucaryote,0,0,0,0,0,0,0,1,0,0
nains,enfants,0,0,0,0,0,0,0,1,0,0
cours,bourse,0,0,1,0,0,0,0,0,0,0
Limoges,Haute-Vienne,0,0,0,0,0,0,0,0,1,0
Bourbonnais,humain,0,0,0,0,0,0,0,1,0,0
dîner,individu,1,0,0,0,0,0,0,0,0,0
ressentir,peur,0,0,0,0,0,0,0,0,0,1
Abraracourcix,personnage,0,0,0,0,0,0,0,1,0,0
mycobactérie,bacille,0,0,0,0,0,0,0,1,0,0
raccourcir,coiffeur,1,0,0,0,0,0,0,0,0,0
paraplégique,pied,0,0,0,0,1,0,0,0,0,0
Constantine,personne,0,0,0,0,0,0,0,1,0,0
hublot,vis,0,0,0,0,1,0,0,0,0,0
riquiqui,eau-de-vie,0,0,0,0,0,0,0,1,0,0
basalte,pierre,0,0,0,0,0,0,0,1,0,0
clés,table,0,0,0,0,0,0,0,0,1,0
sortilège,sort,0,0,0,0,1,0,0,0,0,0
tarama,chimique,0,1,0,0,0,0,0,0,0,0
avion,volant,0,1,0,0,0,0,0,0,0,0
Rennes,film,0,0,0,0,0,0,0,1,0,0
bombe,explosif,0,0,1,0,1,0,0,0,0,0
adn,intendant,0,0,0,0,0,1,0,0,0,0
adn,capside,0,0,0,0,0,0,0,0,1,0
amnistié,personne,0,0,0,0,0,0,0,1,0,0
rue,tracer,0,0,0,0,0,0,0,0,0,0
poêle,objet,0,0,0,0,0,0,0,1,0,0
journaliste,information,0,0,1,0,0,0,0,0,0,0
Auxy,Loiret,0,0,0,0,0,1,0,0,1,0
ombrer,dessinateur,1,0,0,0,0,0,0,0,0,0
cuisinier,langue,0,0,0,0,1,0,0,0,0,0
coudre,tissu,0,0,0,0,0,0,0,0,0,1
stage,aptitude,0,0,0,1,0,0,0,0,0,0
ville,localité,0,0,0,0,0,0,0,1,0,0
phare,lumière,0,0,0,0,1,1,0,0,0,0
grognard,soldat,0,0,0,0,0,0,0,1,0,0
cosmos,ciel,0,0,0,0,0,1,0,0,0,0
Nietzsche,individu,0,0,0,0,0,0,0,1,0,0
blâmer,inconduite,0,0,1,0,0,0,0,0,0,0
Allier,Hautes-Pyrénées,0,0,0,0,0,1,0,0,1,0
Simon,cordé,0,0,0,0,0,0,0,1,0,0
réprouver,acte,0,0,0,0,0,0,0,0,0,1
employé,bras,0,0,0,0,1,0,0,0,0,0
lâcher,famille,0,0,0,0,0,0,0,0,0,1
combatif,pied,0,0,0,0,1,0,0,0,0,0
amanite,basidiomycète,0,0,0,0,0,0,0,1,0,0
lancer,long,0,1,0,0,0,0,0,0,0,0
essai,roman,0,0,0,0,0,0,0,0,1,0
reflet,roux,0,1,0,0,0,0,0,0,0,0
plonger,combinaison,0,0,0,0,0,0,1,0,0,0
réveil-matin,euphorbe,0,0,0,0,0,0,0,1,0,0
banque,fermée,0,1,0,0,0,0,0,0,0,0
neuf,positif,0,1,0,0,0,0,0,0,0,0
souffler,flamme,0,0,0,0,0,0,0,0,0,1
desserrer,attache,0,0,0,0,0,0,0,0,0,1
rocking-chair,dossier,0,0,0,0,1,0,0,0,0,0
essuyer,table,0,0,0,0,0,0,0,0,0,1
caret,diapside,0,0,0,0,0,0,0,1,0,0
odalisque,insecte,0,0,0,0,0,0,0,1,0,0
adolescent,relou,0,1,0,0,0,0,0,0,0,0
Saba,femme,0,0,0,0,0,0,0,1,0,0
vase,anse,0,0,0,0,1,0,0,0,0,0
pneumothorax,plèvre,0,0,0,0,0,0,0,0,1,0
attester,papier,0,0,0,0,0,0,0,0,0,1
garde-chasse,domaine,0,0,0,0,0,0,0,0,1,0
trotteur,bilatérien,0,0,0,0,0,0,0,1,0,0
localiser,lieu,0,0,0,0,0,0,0,0,0,1
oiseau,oeil,0,0,0,0,1,0,0,0,0,0
ausculter,oreille,0,0,0,0,0,0,1,0,0,0
infirmier,hôpital,0,0,0,0,0,1,0,0,1,0
connasse,personne,0,0,0,0,0,0,0,1,0,0
touille,squale,0,0,0,0,0,0,0,1,0,0
pyramide,lieu,0,0,0,0,0,0,0,1,0,0
vider,maison,0,0,0,0,0,0,0,0,0,1
vagin,organe,0,0,0,0,0,1,0,1,0,0
visionner,film,0,0,0,0,0,0,0,0,0,1
afficher,tract,0,0,0,0,0,0,0,0,0,1
voiler,homme,1,0,0,0,0,0,0,0,0,0
prétendre,enfant,1,0,0,0,0,0,0,0,0,0
mener,conduire,0,0,0,0,0,0,1,0,0,0
couler,noyade,0,0,0,0,0,0,1,0,0,0
scandinave,pays,0,0,0,0,0,1,0,0,0,0
observer,personne,1,0,0,0,0,0,0,0,0,1
aluminium,physique,0,0,0,0,0,0,0,1,0,0
girophare,verre,0,0,0,0,1,0,0,0,0,0
AK-47,sac,0,0,0,0,0,0,0,0,1,0
Platon,homme,0,0,0,0,0,0,0,1,0,0
lame,couteau,0,0,0,1,0,1,0,0,1,0
salière,objet,0,0,0,0,0,0,0,1,0,0
poule,galliforme,0,0,0,0,0,0,0,1,0,0
Lune,rond,0,1,0,0,0,0,0,0,0,0
abeille,essaim,0,0,0,0,0,1,0,0,0,0
ficus,joli,0,1,0,0,0,0,0,0,0,0
décider,achat,0,0,0,0,0,0,0,0,0,1
cafetière,couvercle,0,0,0,0,1,0,0,0,0,0
partir,bus,0,0,0,0,0,0,1,0,0,0
sapotillier,eucaryote,0,0,0,0,0,0,0,1,0,0
matière,météorite,0,0,0,0,0,1,0,0,0,0
veiller,père,1,0,0,0,0,0,0,0,0,1
vitre,gratte-ciel,0,0,0,0,0,1,0,0,1,0
genièvre,plante,0,0,0,0,0,0,0,1,0,0
racine,nature,0,0,0,0,0,0,0,0,1,0
observer,homme,1,0,0,0,0,0,0,0,0,1
rhodonite,silicate,0,0,0,0,0,0,0,1,0,0
boisson,boite,0,0,0,0,0,0,0,0,1,0
dynaste,hexapode,0,0,0,0,0,0,0,1,0,0
fils,frère,0,0,0,0,0,0,0,1,0,0
piller,individu,1,0,0,0,0,0,0,0,0,0
recentrer,animateur,1,0,0,0,0,0,0,0,0,0
cigare,poche,0,0,0,0,0,0,0,0,1,0
campagne,région,0,0,0,0,0,0,0,1,1,0
resto,établissement,0,0,0,0,0,0,0,1,0,0
adn,portefaix,0,0,0,0,0,1,0,0,0,0
vendre,marchandise,0,0,0,0,0,0,1,0,0,1
vertèbre,sarrau,0,0,0,0,0,1,0,0,0,0
demoiselle,palmipède,0,0,0,0,0,0,0,1,0,0
point,dé,0,0,0,0,0,1,0,0,0,0
Barcelone,Terre,0,0,0,0,0,1,0,0,1,0
passion,désir,0,0,0,0,1,0,0,0,0,0
traduire,publier,0,0,0,1,0,0,0,0,0,0
réserver,courrier,0,0,0,0,0,0,1,0,0,0
compétition,médaille,0,0,0,0,1,0,0,0,0,0
étoile,noyau,0,0,0,0,1,0,0,0,0,0
vaincre,adversaire,0,0,0,0,0,0,0,0,0,1
penis,vagin,0,0,0,0,0,0,0,0,1,0
ADN,pomelo,0,0,0,0,0,1,0,0,0,0
enrichir,businessman,1,0,0,0,0,0,0,0,0,0
medicament,surdité,0,0,0,1,0,0,0,0,0,0
medicament,douleur,0,0,1,0,0,0,0,0,0,0
ciboule,végétal,0,0,0,0,0,0,0,1,0,0
entourer,homme,1,0,0,0,0,0,0,0,0,1
Claude,personne,0,0,0,0,0,0,0,1,0,0
questionner,médecin,0,0,0,0,0,0,0,0,0,1
gambader,poney,1,0,0,0,0,0,0,0,0,0
agriculture,agricole,0,1,0,0,0,0,0,0,0,0
baroque,musique,0,0,0,0,0,0,0,1,0,0
automobile,jante,0,0,0,0,1,0,0,0,0,0
Neuilly,Bourgogne,0,0,0,0,0,1,0,0,1,0
catamaran,transport,0,0,0,0,0,0,0,1,0,0
infarctus,génétique,0,1,0,0,0,0,0,0,0,0
arthrite,obésité,0,0,1,0,0,0,0,0,0,0
molécule,ion,0,0,0,0,1,0,0,0,0,0
parallélogramme,trapèze,0,0,0,0,0,0,0,1,0,0
postes,envoyer,0,0,0,0,0,0,0,0,0,0
placer,homme,1,0,0,0,0,0,0,0,0,1
Twingo,coloré,0,1,0,0,0,0,0,0,0,0
pédaler,pied,0,0,0,0,0,0,1,0,0,0
infarctus,malbouffe,0,0,1,0,0,0,0,0,0,0
parc,enfants,0,0,0,0,1,0,0,0,0,0
mime,yeux,0,0,0,0,1,0,0,0,0,0
république,état,0,0,0,0,0,1,0,1,1,0
armée,diriger,0,0,0,0,0,0,0,0,0,0
sous-officier,homme,0,0,0,0,0,0,0,1,0,0
nouer,doigts,0,0,0,0,0,0,1,0,0,0
servante,animal,0,0,0,0,0,0,0,1,0,0
potiron,polymorphe,0,1,0,0,0,0,0,0,0,0
Piémont,région,0,0,0,0,0,0,0,1,0,0
gène,récessif,0,1,0,0,0,0,0,0,0,0
centre,lieu,0,0,0,0,0,1,0,1,0,0
Thémis,individu,0,0,0,0,0,0,0,1,0,0
peau,couleur,0,0,0,0,0,0,0,1,0,0
voute,cintre,0,0,0,0,1,0,0,0,0,0
désoler,mort,1,0,0,0,0,0,0,0,0,0
cuisiner,repas,0,0,0,0,0,0,0,0,0,1
Peau-Rouge,vallée,0,0,0,0,0,0,0,0,1,0
sautoir,collier,0,0,0,0,0,0,0,1,0,0
vièle,objet,0,0,0,0,0,0,0,1,0,0
déplacer,famille,0,0,0,0,0,0,0,0,0,1
Nogent,commune,0,0,0,0,0,0,0,1,0,0
former,professeur,1,0,0,0,0,0,1,0,0,0
médiastin,thorax,0,0,0,0,0,1,0,0,0,0
Aude,fille,0,0,0,0,0,0,0,1,0,0
message,informer,0,0,0,1,0,0,0,0,0,0
couenne,cochon,0,0,0,0,0,1,0,0,0,0
clavicule,squelette,0,0,0,0,0,1,0,0,0,0
enserrer,enfant,0,0,0,0,0,0,0,0,0,1
animal,zoo,0,0,0,0,0,1,0,0,1,0
belote,jouer,0,0,0,0,0,0,0,0,0,0
boulangerie,proche,0,1,0,0,0,0,0,0,0,0
twist,boisson,0,0,0,0,0,0,0,1,0,0
macfarlane,penderie,0,0,0,0,0,0,0,0,1,0
terrine,fraîche,0,1,0,0,0,0,0,0,0,0
fiction,invention,0,0,0,0,0,0,0,1,0,0
roussette,substance,0,0,0,0,0,0,0,1,0,0
déverrouiller,fille,1,0,0,0,0,0,0,0,0,0
Bradley,personne,0,0,0,0,0,0,0,1,0,0
Taureau,constellation,0,0,0,0,0,0,0,1,0,0
ABC,quotidien,0,0,0,0,0,0,0,1,0,0
endocarde,membrane,0,0,0,0,0,0,0,1,0,0
révérer,Dieu,0,0,0,0,0,0,0,0,0,1
jambe,maison,0,0,0,0,0,0,0,0,1,0
ADN,Savannah,0,0,0,0,0,0,0,0,1,0
Loire-Atlantique,Châteaubriant,0,0,0,0,1,0,0,0,0,0
grogneur,océan,0,0,0,0,0,0,0,0,1,0
action,Bourse,0,0,1,0,0,0,0,0,0,0
ascite,volumineux,0,1,0,0,0,0,0,0,0,0
gallinacé,plumes,0,0,0,0,1,0,0,0,0,0
trois-mâts,port,0,0,0,0,0,0,0,0,1,0
bébé,gros,0,1,0,0,0,0,0,0,0,0
soulier,penderie,0,0,0,0,0,0,0,0,1,0
Comencini,réalisateur,0,0,0,0,0,0,0,1,0,0
analyse,Chimie,0,0,0,0,0,0,0,1,0,0
forme,trait,0,0,0,0,1,0,0,0,0,0
luxation,côte,0,0,0,0,0,0,0,0,1,0
cardinal,insecte,0,0,0,0,0,0,0,1,0,0
aiguilles,rocher,0,0,0,0,1,0,0,0,0,0
hie,enterrer,0,0,0,0,0,0,0,0,0,0
litre,récipient,0,0,0,0,0,0,0,0,1,0
acquérir,maison,0,0,0,0,0,0,0,0,0,1
biopsie,récente,0,1,0,0,0,0,0,0,0,0
